SEQN	SDDSRVYR	RIDSTATR	RIAGENDR	RIDAGEYR	RIDAGEMN	RIDRETH1	RIDRETH3	RIDEXMON	RIDEXAGM	DMQMILIZ	DMQADFC	DMDBORN4	DMDCITZN	DMDYRSUS	DMDEDUC3	DMDEDUC2	DMDMARTL	RIDEXPRG	SIALANG	SIAPROXY	SIAINTRP	FIALANG	FIAPROXY	FIAINTRP	MIALANG	MIAPROXY	MIAINTRP	AIALANGA	DMDHHSIZ	DMDFMSIZ	DMDHHSZA	DMDHHSZB	DMDHHSZE	DMDHRGND	DMDHRAGE	DMDHRBR4	DMDHREDU	DMDHRMAR	DMDHSEDU	WTINT2YR	WTMEC2YR	SDMVPSU	SDMVSTRA	INDHHIN2	INDFMIN2	INDFMPIR
88436	9	2	2	80	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	2	80	1	2	2	NA	62203.879855	82413.392884	1	126	4	4	1.64
88438	9	2	1	61	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	1	61	1	5	1	5	166066.555147	164487.116848	1	122	15	15	5
88439	9	2	2	47	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	40	1	5	1	5	95246.87086	94221.620711	2	132	15	15	5
88441	9	2	1	76	NA	1	1	1	NA	2	NA	2	1	9	NA	1	2	NA	2	2	2	1	2	2	2	1	2	NA	2	2	0	0	1	1	35	1	5	77	NA	10321.311197	10994.933123	1	128	9	9	3.77
88445	9	2	2	31	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	2	31	1	5	5	NA	118088.079001	121348.343403	2	130	8	8	4.04
88448	9	2	2	80	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	2	80	1	2	1	3	71028.651737	74237.889071	1	126	6	6	1.85
88450	9	2	1	49	NA	5	6	1	NA	2	NA	2	2	4	NA	3	1	NA	1	2	1	1	2	1	1	2	1	3	4	4	0	0	0	1	49	2	3	1	3	12469.390373	12770.510265	1	133	8	8	2.06
88451	9	2	2	34	NA	1	1	1	NA	2	NA	2	2	5	NA	1	6	2	2	2	2	2	2	2	2	2	2	2	6	6	1	3	0	1	39	2	2	6	NA	21932.056686	22941.586129	1	125	5	5	0.68
88453	9	2	2	59	NA	1	1	1	NA	2	NA	1	1	NA	NA	4	2	NA	2	2	1	1	2	2	1	2	2	1	7	7	3	2	0	1	33	1	4	1	3	15105.96556	15148.581739	1	128	7	7	0.9
88455	9	2	1	58	NA	4	4	2	NA	2	NA	2	2	4	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	58	2	5	1	NA	27009.854202	27433.332407	2	130	8	8	3.18
88459	9	2	1	38	NA	1	1	1	NA	2	NA	2	2	6	NA	1	6	NA	2	2	2	1	2	2	2	2	2	2	5	5	0	3	0	2	38	1	3	6	NA	26933.87084	27999.267649	2	121	7	7	1.23
88460	9	2	2	46	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	1	49	1	3	1	3	124929.240726	123584.485549	1	126	15	15	4.54
88461	9	2	1	27	NA	5	6	2	NA	2	NA	2	2	2	NA	5	6	NA	1	2	2	1	2	2	1	2	2	3	3	1	0	0	0	2	25	2	5	6	NA	20283.760097	20454.398509	2	129	12	6	2.1
88462	9	2	2	51	NA	1	1	2	NA	2	NA	2	2	6	NA	2	1	NA	2	2	2	2	2	2	2	2	2	2	5	5	0	2	0	2	51	2	2	1	2	15684.457229	16119.882935	1	126	3	3	0.49
88475	9	2	1	18	NA	4	4	2	228	2	NA	1	1	NA	11	NA	NA	NA	1	2	2	NA	NA	NA	1	2	2	1	6	6	0	1	0	2	47	NA	NA	1	NA	12480.88211	12692.13969	1	123	NA	NA	NA
88476	9	2	2	35	NA	3	3	2	NA	2	NA	1	1	NA	NA	1	1	2	1	2	2	1	2	2	1	2	2	1	6	6	1	3	0	1	35	1	2	1	1	76147.243429	78249.573733	1	120	15	15	5
88477	9	2	1	47	NA	1	1	2	NA	2	NA	2	1	6	NA	4	1	NA	2	2	2	1	2	2	2	2	1	2	6	6	0	3	0	2	44	2	3	1	4	46002.597353	46200.087408	2	124	14	14	2.33
88480	9	2	2	22	NA	5	7	2	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	56	1	3	5	NA	36161.389226	35408.110664	2	130	4	4	1.15
88481	9	2	2	58	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	58	1	5	1	3	165617.588512	171732.581851	2	127	15	15	5
88482	9	2	2	72	NA	4	4	1	NA	2	NA	1	1	NA	NA	2	2	NA	1	2	2	1	2	2	1	2	2	NA	6	6	0	0	3	1	54	1	2	1	3	16549.771552	22398.173063	2	133	14	14	2.61
88483	9	2	2	78	NA	5	6	1	NA	2	NA	2	1	6	NA	1	2	NA	1	2	2	1	2	2	1	2	1	NA	5	5	1	1	1	2	78	2	1	2	NA	21888.517225	24919.405738	2	122	77	77	NA
88485	9	2	2	40	NA	1	1	1	NA	2	NA	2	2	4	NA	1	1	2	2	2	2	2	2	2	2	2	2	2	6	6	0	4	0	2	40	2	1	1	2	20503.975087	21073.198343	1	128	12	12	NA
88487	9	2	2	50	NA	5	6	2	NA	2	NA	2	1	7	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	1	1	1	60	1	5	1	5	23512.089413	24601.600285	1	126	15	15	4.98
88496	9	2	2	37	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	5	5	0	3	0	1	38	1	3	1	4	73245.770092	75267.994341	1	131	8	8	1.83
88501	9	2	1	31	NA	2	2	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	1	1	1	2	64	NA	NA	3	NA	30253.028712	31449.718205	1	127	8	8	1.58
88504	9	2	2	22	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	5	2	1	2	2	1	2	2	1	2	2	1	4	4	2	0	0	2	22	1	2	5	NA	75140.758242	75293.046452	2	120	4	4	0.66
88507	9	2	2	32	NA	2	2	2	NA	2	NA	2	2	2	NA	1	1	2	2	2	2	2	2	2	2	2	1	2	5	5	0	3	0	1	36	2	1	1	1	29833.8077	32533.342201	1	129	2	2	0.28
88509	9	2	1	32	NA	1	1	1	NA	2	NA	2	2	4	NA	1	1	NA	2	2	2	2	2	2	2	2	2	2	7	7	3	3	0	1	32	2	1	1	1	24494.468888	26545.556862	1	120	7	7	0.81
88514	9	2	2	62	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	1	64	1	4	1	3	40692.546609	40649.394025	1	130	6	6	1.82
88515	9	2	1	54	NA	3	3	1	NA	2	NA	1	1	NA	NA	3	6	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	54	1	3	6	NA	124168.797044	132867.601123	1	129	14	14	5
88516	9	2	1	71	NA	5	6	2	NA	2	NA	2	1	7	NA	5	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	2	2	0	0	2	1	71	2	5	1	NA	18289.170618	20007.834032	2	120	10	10	4.37
88518	9	2	2	56	NA	1	1	1	NA	2	NA	2	2	4	NA	3	2	NA	2	2	2	2	2	2	2	2	2	2	4	4	0	1	0	2	56	2	3	2	NA	17650.133516	18140.12955	1	121	3	3	0.49
88521	9	2	2	19	NA	2	2	2	230	2	NA	2	2	5	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	5	5	1	1	0	2	44	2	1	6	NA	13258.097841	13204.753777	1	129	7	7	1.48
88524	9	2	1	24	NA	5	7	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	5	4	0	1	0	1	58	1	2	1	3	44356.655356	47684.935817	1	125	7	6	1.11
88526	9	2	2	68	NA	5	7	1	NA	2	NA	2	1	8	NA	5	4	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	1	2	68	2	5	4	NA	15912.208934	21562.787229	1	133	12	5	1.7
88527	9	2	2	80	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	2	80	1	3	2	NA	28086.294015	29848.030146	1	131	4	4	1.36
88530	9	2	2	49	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	49	1	3	1	3	90320.308574	89348.088605	1	131	9	9	3.89
88531	9	2	2	40	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	1	2	1	2	2	1	2	2	1	2	2	1	5	5	1	1	0	1	38	1	4	1	3	18428.578422	18468.145579	2	129	4	4	0.69
88533	9	2	2	34	NA	5	6	1	NA	2	NA	2	1	6	NA	4	6	2	1	2	2	1	2	2	1	2	2	1	4	4	0	2	0	1	39	2	3	6	NA	21432.62258	22005.097996	2	122	14	14	3.95
88538	9	2	2	66	NA	1	1	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	2	66	1	4	1	2	9845.729657	9585.755282	1	123	7	7	2.64
88540	9	2	2	22	NA	3	3	1	NA	2	NA	1	1	NA	NA	2	4	2	1	2	2	1	2	2	1	2	2	1	5	5	2	0	2	1	65	1	4	1	4	53514.690801	54156.056104	1	125	4	4	0.53
88542	9	2	2	28	NA	4	4	2	NA	2	NA	1	1	NA	NA	5	1	1	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	1	30	1	5	1	5	38261.7361	38355.701239	1	132	14	14	3.98
88543	9	2	1	22	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	0	1	20	1	4	5	NA	38412.89322	40089.298926	1	126	4	4	0.87
88544	9	2	1	67	NA	3	3	1	NA	1	1	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	1	1	67	1	3	1	NA	29764.982883	32395.583089	2	132	5	5	2.09
88545	9	2	1	46	NA	4	4	1	NA	1	1	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	57	1	3	1	3	25319.932785	25246.403533	2	126	6	6	1.79
88549	9	2	1	46	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	1	80	1	2	2	NA	40126.230802	39930.35613	1	130	5	5	1.54
88552	9	2	2	42	NA	5	6	1	NA	2	NA	2	1	6	NA	5	1	2	1	2	2	1	2	2	NA	NA	NA	NA	5	5	0	3	0	1	44	2	5	1	5	13148.927602	13287.690507	2	128	15	15	5
88556	9	2	1	80	NA	3	3	1	NA	1	2	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	80	1	5	3	NA	32834.80676	35382.043978	1	124	14	14	4.71
88559	9	2	1	43	NA	4	4	2	NA	2	NA	2	1	7	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	43	2	4	5	NA	19272.393756	19060.480426	1	119	15	15	5
88561	9	2	1	45	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	52	1	2	1	2	41255.16717	43398.916183	2	130	3	3	0.87
88562	9	2	2	44	NA	4	4	1	NA	2	NA	2	2	7	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	4	4	1	1	0	1	41	1	4	1	4	21972.487915	22313.327014	2	125	15	15	4.32
88565	9	2	2	46	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	2	0	2	46	1	4	1	5	27771.792581	32158.888341	2	120	6	6	1.09
88568	9	2	2	23	NA	1	1	2	NA	2	NA	1	1	NA	NA	1	1	2	1	2	2	2	2	2	1	2	2	1	7	7	0	3	0	1	41	2	1	1	1	22069.879904	22409.437121	1	122	6	6	0.61
88572	9	2	2	34	NA	2	2	1	NA	2	NA	1	1	NA	NA	3	6	2	1	2	2	1	2	2	1	2	2	1	5	5	1	1	0	2	54	1	3	2	NA	24386.552292	25509.061817	1	128	9	9	2.11
88574	9	2	1	29	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	6	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	29	1	5	6	NA	82718.721664	99354.764775	2	133	15	15	5
88575	9	2	1	48	NA	3	3	1	NA	1	1	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	2	0	1	48	1	4	1	5	143271.23092	147620.534125	2	128	15	15	5
88576	9	2	1	33	NA	4	4	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	1	1	0	2	31	1	5	1	4	23649.144343	25026.175059	2	129	9	9	2.57
88582	9	2	1	19	NA	4	4	2	237	2	NA	1	1	NA	15	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	1	1	64	1	4	1	4	16224.188827	16498.807466	2	129	7	7	1.98
88583	9	2	2	31	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	NA	NA	NA	NA	5	5	0	3	0	1	27	1	4	1	4	25377.319759	25425.58734	2	131	8	8	1.67
88584	9	2	1	57	NA	4	4	1	NA	2	NA	2	1	6	NA	3	1	NA	1	2	1	1	2	1	1	2	1	NA	3	3	0	0	0	2	56	2	2	1	3	19593.17897	19536.280249	1	124	3	3	0.6
88588	9	2	2	50	NA	1	1	1	NA	2	NA	2	2	6	NA	3	1	NA	2	2	2	2	2	2	1	2	2	2	4	4	0	1	0	1	43	2	1	1	3	18095.885515	18598.25634	2	122	1	1	0.02
88589	9	2	2	37	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	4	4	0	2	0	2	37	1	4	1	4	26490.631976	27382.128761	2	129	14	14	3.09
88590	9	2	1	45	NA	2	2	2	NA	2	NA	2	2	6	NA	1	3	NA	2	2	2	2	2	2	NA	NA	NA	NA	3	2	0	0	1	1	52	2	1	6	NA	29547.222958	29433.257171	1	119	7	5	1.26
88593	9	2	2	73	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	2	73	1	4	2	NA	110348.645233	121271.616225	1	122	10	10	5
88599	9	2	1	80	NA	3	3	1	NA	1	1	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	1	2	NA	1	1	0	0	1	1	80	1	4	3	NA	16049.164934	17438.681696	1	123	3	3	1.02
88600	9	2	1	59	NA	5	6	1	NA	2	NA	2	1	7	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	7	7	2	1	0	1	59	2	4	3	NA	10485.033135	11076.318265	2	122	1	1	0
88601	9	2	2	24	NA	1	1	1	NA	2	NA	1	1	NA	NA	3	4	2	1	2	2	2	2	1	1	2	2	1	6	6	1	2	0	1	31	2	3	6	NA	22264.06901	23567.386917	1	121	4	4	0.6
88604	9	2	1	38	NA	2	2	1	NA	2	NA	2	2	1	NA	5	1	NA	2	2	2	2	2	2	2	2	2	2	4	4	1	1	0	1	38	2	5	1	5	27348.386989	27496.492318	1	124	1	1	0
88605	9	2	2	37	NA	3	3	1	NA	2	NA	2	1	7	NA	3	1	2	1	2	2	1	2	2	1	2	2	1	6	6	1	3	0	1	43	1	5	1	3	131325.005122	134950.724525	2	127	14	14	2.55
88606	9	2	1	66	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	1	1	66	1	4	3	NA	43435.742912	45714.035247	1	120	3	3	1.03
88607	9	2	2	21	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	1	1	2	2	1	2	2	1	2	2	1	4	4	2	0	0	2	21	1	4	1	4	58160.415037	58278.289087	1	126	7	7	1.65
88608	9	2	2	28	NA	4	4	2	NA	2	NA	1	1	NA	NA	1	5	3	1	2	2	1	2	2	1	2	2	1	7	7	3	0	0	2	53	1	4	3	NA	27666.600986	34512.595036	2	131	5	5	0.63
88609	9	2	1	67	NA	1	1	1	NA	1	1	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	2	71	2	5	1	4	11069.225781	10842.31495	1	120	7	7	2.51
88612	9	2	1	77	NA	1	1	1	NA	1	2	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	77	1	4	1	5	12292.28485	12392.032301	2	127	10	10	4.43
88614	9	2	2	35	NA	2	2	2	NA	2	NA	2	2	5	NA	4	6	2	2	2	2	2	2	2	1	2	2	2	3	3	0	2	0	2	35	2	4	6	NA	39971.450866	40438.186693	1	132	5	5	1.19
88615	9	2	2	79	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	3	3	0	1	1	2	59	1	4	4	NA	22691.736789	22667.3302	2	131	9	9	2.88
88618	9	2	1	27	NA	4	4	2	NA	2	NA	1	1	NA	NA	2	6	NA	1	2	2	1	2	2	1	2	2	1	7	5	3	0	0	2	24	1	2	4	NA	27827.472616	27764.610966	2	131	5	2	0.33
88619	9	2	2	64	NA	1	1	1	NA	2	NA	2	2	8	NA	1	1	NA	2	2	2	2	2	2	2	2	2	2	5	5	0	1	2	1	72	2	4	1	1	11702.002179	11363.121871	2	127	5	5	0.84
88621	9	2	2	40	NA	1	1	1	NA	2	NA	2	1	7	NA	4	3	2	1	2	2	1	2	2	1	2	2	1	4	4	0	3	0	2	40	2	4	3	NA	17543.323138	19951.651302	2	133	2	2	0.25
88625	9	2	2	33	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	3	3	1	0	1	2	33	1	4	5	NA	28782.405204	28553.385746	1	123	9	9	2.99
88626	9	2	2	68	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	2	1	74	1	5	6	NA	155869.049871	153133.391412	1	126	14	8	3.82
88627	9	2	2	30	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	5	5	2	0	0	2	30	1	4	1	4	41522.582676	42249.097869	1	122	8	8	1.76
88628	9	2	2	68	NA	1	1	1	NA	2	NA	1	1	NA	NA	1	4	NA	2	2	1	1	2	2	2	2	1	2	3	3	0	1	1	2	68	1	1	4	NA	8419.715701	8062.071858	1	128	8	8	2.49
88629	9	2	2	70	NA	1	1	1	NA	2	NA	2	1	9	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	5	5	0	1	2	2	70	2	2	1	1	12315.292133	13670.093876	2	122	14	14	3.16
88632	9	2	2	42	NA	4	4	2	NA	2	NA	1	1	NA	NA	5	3	2	1	2	2	1	2	2	1	2	2	1	3	3	1	1	0	2	42	1	5	3	NA	16954.292148	17538.16345	2	129	6	6	1.49
88634	9	2	1	59	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	59	1	2	1	4	43244.7978	46882.85589	1	122	6	6	1.88
88637	9	2	1	49	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	49	1	5	3	NA	141251.613234	141280.78092	2	120	9	9	4.88
88638	9	2	1	46	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	0	1	28	1	5	77	NA	24579.33978	25566.969799	2	130	99	99	NA
88640	9	2	1	58	NA	5	7	1	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	5	4	0	1	0	1	58	1	2	1	3	24401.570175	25358.298411	1	125	7	6	1.11
88641	9	2	2	55	NA	5	6	1	NA	2	NA	2	1	7	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	0	1	56	1	5	1	5	22076.464028	23278.050755	2	128	14	14	4.34
88643	9	2	1	33	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	31	1	5	1	4	127633.898236	131582.851737	2	130	15	15	5
88645	9	2	2	70	NA	2	2	1	NA	2	NA	2	1	5	NA	4	1	NA	2	2	2	2	2	2	2	2	2	NA	2	2	0	0	2	1	69	2	5	1	4	12658.454986	12238.136695	2	125	4	4	1.12
88647	9	2	2	59	NA	1	1	1	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	2	59	1	5	3	NA	15212.98377	15918.268037	2	128	8	8	4.04
88651	9	2	2	52	NA	4	4	2	NA	2	NA	2	2	2	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	0	1	1	61	2	5	1	NA	24332.833394	25170.806633	2	128	7	7	1.65
88652	9	2	2	18	NA	1	1	1	225	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	NA	NA	NA	1	2	2	1	4	4	0	1	0	2	43	NA	NA	1	NA	12929.469072	13149.267507	1	121	NA	NA	NA
88653	9	2	2	31	NA	1	1	2	NA	2	NA	1	1	NA	NA	5	6	2	1	2	2	1	2	2	1	2	2	1	4	2	0	0	0	1	31	1	5	5	NA	34128.785029	35348.435447	1	122	15	14	5
88654	9	2	2	61	NA	1	1	1	NA	2	NA	2	1	3	NA	1	1	NA	2	2	2	2	2	2	2	2	1	2	2	2	0	0	2	2	61	2	1	1	1	10495.865944	10050.033571	1	128	5	5	1.38
88655	9	2	1	41	NA	4	4	1	NA	1	1	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	4	4	1	1	0	1	41	1	4	1	4	22734.584112	22668.56273	2	125	15	15	4.32
88658	9	2	1	48	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	3	1	0	0	0	1	53	NA	NA	5	NA	140493.07476	145218.718171	2	121	15	9	4.88
88659	9	2	1	63	NA	4	4	2	NA	1	1	1	1	NA	NA	5	2	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	1	1	1	63	1	5	2	NA	11310.866	11239.806926	2	129	10	10	2.29
88660	9	2	1	54	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	54	1	4	1	3	96816.143819	99287.934073	1	131	15	15	5
88661	9	2	1	40	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	2	0	1	40	1	5	1	4	129306.249205	128675.045659	1	130	15	15	4.12
88666	9	2	2	28	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	4	4	2	0	0	1	30	1	4	1	4	72031.532156	72894.818942	2	125	10	10	2.88
88668	9	2	2	68	NA	1	1	2	NA	2	NA	2	2	3	NA	2	5	NA	2	2	2	1	2	2	2	2	2	2	7	7	1	3	1	2	43	1	3	1	4	8344.782956	8103.124941	1	126	6	6	0.67
88673	9	2	2	26	NA	5	6	1	NA	2	NA	2	2	1	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	5	5	0	0	1	1	61	2	2	6	NA	18137.484592	18959.272106	2	128	9	9	2.11
88674	9	2	2	27	NA	4	4	2	NA	2	NA	1	1	NA	NA	2	1	2	1	2	2	1	2	2	1	2	2	1	3	3	0	1	0	1	39	1	2	1	2	26774.129986	27046.920272	2	131	1	1	0.08
88677	9	2	2	31	NA	1	1	1	NA	2	NA	1	1	NA	NA	4	1	1	1	2	2	1	2	2	1	2	2	1	4	4	1	0	0	1	32	1	2	1	4	45224.948919	47306.646871	2	127	15	15	5
88678	9	2	1	75	NA	4	4	1	NA	2	NA	1	1	NA	NA	3	4	NA	1	2	2	1	2	2	1	2	2	NA	6	6	0	0	3	1	54	1	2	1	3	11895.856782	16875.155546	2	133	14	14	2.61
88680	9	2	2	38	NA	4	4	2	NA	2	NA	2	2	3	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	6	6	1	1	0	1	43	2	4	1	4	28725.046988	28779.681935	2	123	9	9	1.92
88682	9	2	1	19	NA	5	6	1	231	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	2	45	2	3	3	NA	11796.639586	12038.302264	2	132	4	4	0.74
88684	9	2	2	28	NA	1	1	1	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	2	2	1	1	2	2	1	3	3	0	0	1	1	59	2	1	1	4	28612.519589	29052.738909	1	121	8	8	2.24
88686	9	2	2	54	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	1	23	1	3	5	NA	52378.063825	54066.794373	2	126	6	6	1.34
88691	9	2	1	26	NA	5	6	1	NA	2	NA	1	1	NA	NA	5	6	NA	1	2	2	1	2	2	1	2	2	1	3	1	0	0	0	2	21	1	4	6	NA	22914.173079	21661.596876	1	129	12	6	2.12
88692	9	2	1	71	NA	3	3	1	NA	1	2	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	2	69	1	4	1	4	66880.317433	66708.950954	2	132	15	15	5
88694	9	2	2	19	NA	5	7	1	236	2	NA	1	1	NA	12	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	6	1	0	1	0	2	52	NA	NA	3	NA	9110.244307	9006.72623	2	125	7	4	1.64
88695	9	2	1	35	NA	2	2	2	NA	2	NA	2	2	4	NA	1	6	NA	2	2	2	2	2	2	2	2	2	2	5	5	1	1	0	2	31	2	3	6	NA	23097.155814	26828.198657	2	129	3	3	0.37
88696	9	2	2	47	NA	2	2	2	NA	2	NA	2	2	2	NA	5	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	3	3	0	1	0	1	46	2	5	1	5	27626.418518	27704.356761	2	129	15	15	5
88703	9	2	2	47	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	1	0	1	54	1	3	1	4	20977.42018	22223.335734	2	130	15	15	3.55
88706	9	2	1	61	NA	1	1	2	NA	2	NA	1	1	NA	NA	3	6	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	1	61	1	3	6	NA	6310.765074	6197.659705	1	131	14	14	4.87
88707	9	2	2	23	NA	4	4	1	NA	2	NA	1	1	NA	NA	2	5	2	1	2	2	1	2	2	1	2	2	1	6	6	1	1	1	1	62	1	2	1	2	26735.26498	27067.270345	2	131	7	7	1.1
88708	9	2	2	49	NA	5	6	2	NA	2	NA	2	1	5	NA	1	1	NA	1	2	1	1	2	1	1	2	1	NA	6	6	0	3	1	1	47	2	1	1	1	11282.848361	11685.487257	1	119	5	5	0.68
88709	9	2	2	25	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	6	2	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	1	33	2	5	6	NA	79420.31302	77732.615882	1	119	15	15	5
